url_length,num_dots,num_hyphens,num_digits,num_special_chars,num_slashes,url_depth,domain_length,subdomain_count,has_ip_address,tld_suspicious,tld_in_path,has_at_symbol,has_double_slash,https_token_in_domain,url_entropy,digit_ratio,letter_ratio,path_length,query_length,num_query_params,fragment_present,brand_in_subdomain,brand_in_path,suspicious_words_count,has_port,is_https,domain_has_hyphen,num_subdomains_gt2,url_has_encoded_chars,brand_typosquat,brand_exact_in_domain,label
225,4,2,7,8,8,4,28,3,0,1,0,0,1,1,4.007517302455671,0.38336180568127687,0.46129457519652867,75,37,5,1,1,1,7,0,1,1,0,0,1,1,1
157,9,7,24,4,9,5,37,3,0,0,0,0,1,0,4.791778906246586,0.20351427018500845,0.651415675148757,72,43,1,0,1,0,5,0,0,1,0,1,0,0,1
204,5,2,23,2,8,3,39,3,0,0,0,1,0,0,4.334582765583373,0.12299188177718061,0.3806791375658379,24,3,3,0,0,1,4,0,0,1,1,0,1,1,1
203,4,5,5,13,5,4,36,4,0,1,1,1,0,1,3.86254419955109,0.1143597813886215,0.6840185122596683,89,11,5,0,0,1,8,0,1,0,0,0,1,0,1
79,10,2,12,3,11,5,43,2,1,1,1,0,0,0,4.345900136523241,0.18042931856319464,0.6409090046588688,55,43,4,0,1,1,7,1,0,1,0,0,0,1,1
128,8,3,10,12,5,8,30,4,0,1,0,0,0,0,4.524360115347329,0.22354647840295172,0.5675072441989444,82,71,5,0,0,1,6,0,0,1,1,0,1,1,1
72,5,3,4,10,7,7,36,3,0,0,0,0,0,1,3.8671705629604785,0.30130712150298794,0.5368970529268737,54,66,5,1,1,0,2,0,1,1,0,0,1,1,1
234,8,4,11,13,7,3,38,1,0,1,0,0,0,0,4.980630762041773,0.3225145870809192,0.46880927091215385,72,56,3,0,0,1,2,0,0,1,1,1,0,1,1
237,6,2,23,6,8,7,26,3,0,1,0,0,0,1,4.26494278004953,0.24101151359768713,0.6586279529017427,73,47,6,0,1,1,4,0,0,1,0,0,1,1,1
116,5,2,8,4,10,4,31,4,1,1,0,1,0,0,4.732761377733134,0.3491908703479326,0.5533710688336393,25,69,5,0,0,1,3,0,0,1,1,0,1,1,1
65,10,2,12,6,11,5,27,4,1,0,1,0,0,0,4.610291812985769,0.4245509161634726,0.6011930043480698,64,66,5,0,0,1,5,0,0,1,0,0,0,0,1
194,10,4,20,13,7,8,34,2,0,1,0,1,0,0,4.494216013805983,0.21869653626659136,0.649494437309869,82,60,4,1,0,1,3,0,1,1,1,0,0,0,1
108,10,5,15,2,10,5,42,2,1,0,0,0,0,1,4.415257030830971,0.26309239775408944,0.4875345821109237,30,30,2,1,1,0,6,1,0,1,0,1,0,0,1
128,4,8,8,6,6,3,41,3,0,1,0,0,0,0,5.02410273011194,0.2839186837032884,0.5395479666946976,51,30,1,0,0,1,3,0,1,0,1,1,1,0,1
116,3,4,4,6,10,7,24,4,0,0,1,1,1,1,4.054934810953806,0.42958700668130545,0.6777959901907695,69,38,4,0,0,0,8,0,1,0,0,0,1,0,1
60,4,7,21,11,6,5,21,1,0,0,0,1,0,1,4.52433198472021,0.26057664794396496,0.38983765470926784,82,21,1,0,1,1,7,0,1,1,1,1,1,0,1
122,8,4,4,2,10,6,37,3,0,0,0,0,1,1,4.751131297153572,0.16266111362008956,0.4958557812337583,87,43,5,0,0,1,2,0,1,1,0,1,0,1,1
211,10,2,21,7,8,8,19,1,1,1,0,0,1,1,4.909756104590408,0.43294413802244525,0.45045661423254013,54,64,5,0,1,1,2,0,1,0,0,1,1,1,1
74,9,2,15,7,11,6,38,4,0,1,1,0,0,1,4.6550726869980386,0.3118417294711844,0.5652028889511328,20,33,3,0,1,1,8,1,0,1,1,0,0,1,1
143,10,4,10,7,10,6,18,1,0,1,0,0,0,1,4.823471407544264,0.15234313273277567,0.6193463642278509,58,71,0,1,0,0,3,1,1,0,1,0,0,1,1
167,4,2,13,10,5,6,36,4,0,1,0,0,1,1,4.446019283380572,0.2638172581532434,0.39549638799941556,26,30,5,0,0,1,3,0,1,0,0,0,1,0,1
117,3,3,17,9,9,4,40,3,0,1,0,0,0,1,4.905041103082005,0.3466880849267554,0.475829843745309,89,70,0,1,1,0,6,1,0,0,0,0,1,0,1
84,10,2,13,2,7,5,21,1,0,0,0,0,0,0,3.8131640382045706,0.34881841759764565,0.5232437612172245,52,7,3,0,1,1,5,0,1,1,1,1,1,1,1
229,3,3,6,9,8,8,19,2,0,1,0,1,1,1,4.333979272602989,0.35647348445354365,0.45738014397074667,37,4,1,0,1,1,7,1,1,1,1,1,1,0,1
217,6,4,18,10,7,6,28,2,0,1,1,1,0,1,4.180110103775982,0.39103660953350716,0.56155098961183,25,24,2,0,1,0,8,0,0,1,1,0,0,0,1
203,5,5,20,11,5,7,23,4,0,0,1,0,0,0,4.519239378196282,0.22769523122981652,0.6689384609994363,56,30,0,1,0,1,2,0,1,1,0,0,1,1,1
180,7,8,14,12,10,3,37,3,0,0,0,0,0,0,4.198522588843273,0.3083438268419828,0.5755624704963112,21,65,2,0,1,1,6,1,1,1,1,1,0,1,1
184,10,3,12,10,6,4,44,1,0,1,0,0,0,0,4.404775986501798,0.23776359598677038,0.6054246913906215,88,62,5,0,1,1,7,0,0,1,1,0,0,1,1
114,10,8,17,5,6,3,42,3,0,1,0,0,0,0,4.6703948215453694,0.14539917527969404,0.4308539079788861,36,41,6,0,1,1,4,0,0,0,0,1,1,0,1
61,8,8,13,13,11,5,37,3,0,1,1,1,0,0,4.388854365927198,0.28718110954939835,0.686503613189828,26,57,3,1,1,1,3,0,1,0,1,1,1,1,1
117,11,5,13,8,11,6,43,3,0,1,0,1,0,1,4.3282255633691635,0.3502875036907185,0.6152599922450257,68,33,0,0,1,1,4,0,1,0,0,0,1,1,1
200,8,2,5,14,11,8,29,1,1,1,0,0,1,0,4.941882956006676,0.4393736212855337,0.691345093886284,49,30,4,0,0,1,5,0,1,1,1,0,1,1,1
177,10,3,22,13,4,6,19,4,0,1,1,0,0,0,4.282906732889856,0.21314154475754932,0.6586661600247542,58,25,0,1,1,1,6,0,1,1,0,0,0,1,1
228,4,4,19,14,8,6,27,2,0,1,1,0,1,1,4.132097131677892,0.18927942951813542,0.3658865638019427,21,35,3,0,1,1,8,0,1,1,1,1,1,0,1
113,11,5,13,9,11,5,25,4,0,0,0,0,0,0,4.830560920665284,0.4172856158500553,0.6604717393175892,88,1,4,0,1,1,8,0,1,1,1,1,1,0,1
185,9,3,14,4,5,3,23,2,1,0,0,0,0,0,4.420643470662382,0.30964189714568624,0.4149960622317805,33,35,1,0,1,0,4,1,0,1,1,0,1,1,1
191,11,2,12,12,4,4,21,2,1,1,1,0,0,0,4.543408676241644,0.21748711505909912,0.5463098983203185,46,46,2,1,1,0,8,0,1,1,1,0,0,1,1
242,4,4,15,7,10,6,30,2,0,1,0,0,0,1,4.631040412659316,0.24328516804341707,0.5853832550810883,45,14,4,0,1,1,8,0,0,0,0,1,1,0,1
133,5,4,12,13,7,5,30,4,0,1,1,1,0,1,4.371783094514279,0.22699779331511735,0.6628645264882781,23,22,1,0,0,1,8,0,0,0,1,0,0,0,1
153,7,8,7,6,8,6,44,1,0,1,0,0,1,0,4.007109680882239,0.39827352025455964,0.4251409358562232,60,30,0,0,1,1,3,0,0,0,1,1,0,1,1
162,3,3,7,11,4,4,28,1,0,0,1,0,0,1,4.22370378830295,0.23473828951925213,0.5688057466170436,61,51,5,1,1,1,5,0,0,1,1,1,0,0,1
143,6,2,22,4,5,7,23,4,0,0,0,0,1,0,4.002051591945392,0.10038058722862868,0.4735431584585672,74,14,5,0,0,1,8,0,1,1,1,0,1,1,1
230,4,8,20,6,8,4,30,4,0,1,1,1,0,1,4.7111762694091315,0.231227477521431,0.548437102801643,74,53,5,0,1,1,3,1,0,1,1,1,0,1,1
201,4,8,22,13,9,4,21,1,0,0,0,0,1,0,4.035735738563694,0.14615452215551003,0.650368076906514,87,6,4,0,0,0,3,0,1,1,1,1,1,1,1
205,5,7,4,2,11,7,39,2,0,0,0,0,0,1,4.891530163946279,0.1364587939294832,0.40053164766662197,43,70,1,0,0,1,2,0,1,1,1,1,1,0,1
240,4,6,7,5,11,3,37,3,0,0,0,0,0,0,4.465573444294975,0.3652676509860314,0.3510008304564821,37,47,4,0,0,0,5,0,0,1,1,0,1,1,1
101,9,6,7,8,10,5,38,3,0,1,0,1,0,1,4.296099862114881,0.1906912692963938,0.49154900695832293,58,47,0,1,1,1,8,0,1,1,1,0,1,0,1
192,7,3,17,12,7,8,32,1,0,1,0,0,1,1,5.069721417719755,0.1681580700162858,0.6495414519965557,61,71,0,0,1,1,2,1,0,1,1,1,1,1,1
225,5,4,23,11,11,5,37,3,0,0,0,0,1,1,4.974788058901602,0.17648569533195668,0.6280815188167459,25,43,4,0,0,1,8,0,1,1,0,0,1,1,1
89,8,2,11,13,4,5,25,1,0,1,0,0,0,0,4.427054717536647,0.12182622383303325,0.5803283554435935,36,77,4,0,1,0,5,1,0,1,1,1,0,0,1
200,5,8,11,4,6,8,20,3,0,0,0,0,0,1,4.762765568632038,0.17479284139476634,0.6572221919328171,57,72,0,0,0,1,2,0,1,1,0,1,1,0,1
173,3,4,14,6,9,6,38,2,0,1,0,0,1,0,4.133958886607879,0.3474823833737818,0.4217790400196798,66,56,4,0,0,1,2,0,1,1,1,0,0,1,1
238,4,3,8,12,11,5,32,3,1,0,0,0,0,0,4.91683380917212,0.29115684649025014,0.4752902528033515,59,70,6,0,1,0,5,0,0,1,0,0,0,0,1
217,10,3,23,9,10,6,24,2,0,1,1,0,1,0,4.089286165160386,0.27117842110612134,0.5533684339836005,29,57,5,1,1,1,6,0,0,1,1,1,1,0,1
172,3,7,17,3,6,6,32,4,0,1,0,0,1,1,5.11849140707933,0.16498698389594535,0.5343127405799453,53,63,2,0,1,0,6,1,1,0,0,1,1,0,1
170,6,8,24,8,5,8,29,1,0,1,0,0,0,1,5.171140017779247,0.32122424415062234,0.6790111965147709,74,69,4,0,0,1,5,0,1,1,1,1,1,1,1
150,4,3,15,13,9,4,26,2,1,0,0,0,0,0,4.388366300688296,0.3484107099820952,0.5933091160008278,77,44,1,0,1,1,6,0,0,1,1,0,1,1,1
62,10,7,6,14,7,6,30,2,0,1,0,0,0,1,5.132735782102616,0.3710053429356892,0.40017614899282716,29,33,4,0,1,1,6,1,1,1,0,1,0,0,1
165,4,7,8,10,8,6,33,2,0,1,1,1,0,1,4.8235566855751255,0.22112969597473214,0.3688065666484609,48,77,1,0,1,1,4,0,1,1,0,0,0,0,1
88,4,4,23,12,8,6,18,2,0,1,1,1,0,0,5.007338150257563,0.18649137395719428,0.4027020592186702,65,9,4,0,1,1,7,1,0,0,1,1,1,0,1
156,5,6,18,12,8,5,44,4,1,1,0,0,0,0,4.989779255442348,0.3314121455917489,0.4264099091238651,30,70,6,0,0,0,4,0,1,1,0,1,1,0,1
224,11,3,16,13,5,8,29,3,0,1,0,0,0,0,4.897995501242246,0.2880666537658384,0.42344192990446394,25,28,2,0,1,1,3,1,0,1,1,1,0,0,1
126,8,6,10,3,8,4,18,2,0,0,1,1,1,0,3.981977150759226,0.37527685773480723,0.42057389786544513,31,69,5,0,1,1,5,0,1,1,1,0,1,0,1
157,11,8,4,3,6,3,39,3,0,1,1,0,1,1,4.008592173508071,0.17057694343131052,0.6788636938872228,25,39,3,0,1,1,5,0,1,1,0,1,0,1,1
190,6,4,18,8,9,4,30,2,0,1,0,0,1,0,4.160649193862873,0.26475596168435955,0.6756999461399641,64,26,5,0,1,1,7,1,1,1,1,0,1,0,1
64,8,8,6,12,9,4,29,1,0,1,0,0,0,1,4.850201531621481,0.3648499590674593,0.4629129570662235,65,58,0,1,1,1,3,1,0,1,1,0,0,1,1
247,8,3,15,4,6,7,36,2,0,0,0,1,0,1,4.288145949227533,0.20982716068767532,0.6995148423388629,37,72,1,0,1,1,4,1,1,1,0,1,0,1,1
102,7,2,4,8,8,7,31,3,0,0,0,0,0,0,4.478590653958122,0.26013541229847215,0.6372139214894319,85,10,5,0,0,1,4,0,0,1,0,1,1,1,1
95,8,8,19,13,8,5,23,2,1,0,1,0,0,1,4.7326341255100655,0.4041225310364225,0.5258953146985614,56,60,2,0,1,0,5,1,1,1,0,0,1,0,1
166,8,4,20,11,8,4,31,3,1,1,0,0,1,1,5.062754818762968,0.3324044568711094,0.69022169573094,62,39,0,0,1,1,5,1,1,1,1,1,1,0,1
170,10,6,6,2,6,5,43,4,0,1,0,0,0,0,5.05200242666531,0.33627517006585794,0.690398479536478,59,70,6,0,1,1,7,0,1,1,0,0,0,1,1
107,4,4,23,6,8,3,26,3,0,1,0,0,0,0,5.024176763104739,0.16929006972299082,0.5279600991279316,42,56,0,0,1,1,2,0,1,1,1,0,1,0,1
159,10,8,10,14,6,7,20,4,0,0,0,0,0,0,3.857145878384984,0.3054547524895833,0.5154630732140371,41,43,2,0,1,1,2,0,0,1,0,1,1,1,1
163,11,3,18,7,9,3,38,3,0,1,0,0,1,0,4.3355579400958835,0.1094651886182429,0.4981156701626124,41,45,0,0,1,1,4,0,1,0,1,1,0,0,1
147,9,3,4,9,7,6,41,4,0,0,0,0,1,1,4.955969544183567,0.3046298709720515,0.6508919544045493,60,5,4,0,1,1,2,0,1,0,0,1,1,1,1
94,8,8,17,6,7,4,26,4,0,1,1,0,0,1,3.803512256574363,0.23777080565233122,0.3660775484780378,64,40,1,0,1,1,3,1,1,0,1,1,0,1,1
148,8,6,9,2,7,8,28,4,0,0,1,0,1,0,4.782296256121349,0.3305366108500061,0.5225727715742488,45,73,3,0,1,1,4,0,1,1,1,0,1,1,1
178,5,5,20,6,9,3,28,3,0,1,0,0,0,1,5.055856176515299,0.3263904573779807,0.4247213737833625,27,5,3,1,0,1,5,1,1,1,0,0,0,1,1
118,3,5,10,12,7,8,37,3,0,0,0,0,0,1,3.844544479477281,0.14995953452148153,0.6845355527432115,46,35,5,0,1,1,5,1,0,0,0,0,0,0,1
67,6,6,23,3,11,6,30,1,0,1,0,1,0,1,4.221264967488334,0.24358632773782773,0.5640943505736393,74,3,0,0,1,0,5,0,0,1,1,0,0,1,1
146,9,7,14,5,8,3,44,4,0,1,0,0,0,1,5.1168933670841765,0.2843974726945703,0.5054043623990985,37,48,5,0,1,1,8,1,1,1,1,0,0,1,1
110,5,5,6,8,7,8,33,2,1,0,0,0,0,1,5.154551020630154,0.42546538173481796,0.5725336411949724,72,21,6,1,1,0,7,0,1,1,1,1,1,1,1
163,4,2,18,6,11,3,43,1,0,1,1,0,0,0,4.603139372276656,0.19036749869271005,0.6772542129393776,67,49,4,1,1,1,6,1,1,1,1,1,0,1,1
74,11,8,8,11,7,8,27,4,0,1,0,0,0,1,4.828105005621411,0.2670297351938269,0.41529353180908923,85,29,0,0,0,0,3,0,1,1,0,0,1,1,1
148,7,2,21,7,10,3,31,2,0,0,1,0,0,0,3.9111715642020037,0.23790711441232468,0.5107012484161757,84,8,0,1,1,1,8,0,1,0,1,0,1,0,1
172,10,8,20,9,5,4,18,3,0,0,0,1,0,1,4.269034946387633,0.259093140391904,0.5364447572096939,20,69,4,0,0,1,7,1,0,1,0,1,1,1,1
207,10,6,18,7,9,6,32,4,1,1,0,0,0,1,3.947059044795251,0.24077084590843642,0.3999471604852819,37,7,3,1,0,1,4,0,1,1,1,1,1,1,1
141,4,6,21,5,11,3,22,4,0,1,0,0,1,0,5.132080557377042,0.17233090687728797,0.6724277625794292,61,24,4,0,1,0,2,0,0,0,1,0,0,1,1
101,3,5,6,3,11,7,43,4,0,0,0,1,0,0,4.070217217394391,0.29843971135204683,0.3541391021928583,33,43,3,0,1,1,4,0,0,1,1,1,1,1,1
91,4,5,19,12,11,5,36,1,0,1,0,0,1,0,4.194072664210607,0.33505656447513876,0.4553406277858015,26,46,1,0,0,1,8,0,1,1,1,0,1,0,1
78,6,3,14,4,5,8,25,4,0,0,0,0,1,0,3.965328136724692,0.41614283080100944,0.35725610152382087,24,45,5,0,1,1,2,0,0,0,0,0,1,1,1
169,6,6,15,13,9,5,19,4,0,1,0,1,0,0,4.039585218340019,0.2218153365537765,0.5806918806800487,65,7,6,0,0,1,4,0,0,0,0,1,0,0,1
123,5,6,22,14,4,5,36,1,0,1,0,1,1,1,4.966347798129043,0.15079181436338293,0.5911035515264269,73,66,2,0,0,1,5,0,1,0,0,1,0,1,1
221,4,6,6,2,6,8,24,1,0,0,0,0,0,1,4.118547762031705,0.13424554034620842,0.49757819180677537,34,19,6,0,0,1,5,0,1,0,1,0,1,0,1
114,3,7,8,14,10,5,27,1,1,0,0,0,0,1,4.772331902247775,0.2994781475224449,0.4965616963452482,47,70,4,0,1,1,5,0,0,1,1,0,0,0,1
96,11,4,15,10,5,3,36,1,0,0,0,0,0,1,4.834686756536996,0.27648346916422134,0.6262902583156406,32,53,0,0,1,0,3,0,0,1,0,0,1,1,1
146,3,5,17,8,10,7,20,4,0,1,0,1,0,0,5.178572585456555,0.16890335105803533,0.6845675473929818,63,18,0,0,1,1,4,0,1,1,1,0,0,0,1
197,11,7,21,13,5,3,20,2,1,1,0,0,0,0,4.527496035094249,0.150904028959748,0.5015687765463864,51,74,2,0,1,0,4,0,1,0,1,0,1,0,1
115,5,4,22,12,8,3,32,4,0,1,0,0,0,1,3.896152254990038,0.34623397909743503,0.5748124786046889,26,22,1,0,0,0,4,0,0,1,1,1,1,0,1
148,4,2,9,8,7,8,43,2,0,0,0,1,1,1,5.199961563193864,0.4499448869652082,0.661803231296034,32,2,1,0,1,1,7,1,0,1,0,0,0,0,1
240,10,4,6,4,7,3,42,3,0,1,1,0,0,1,4.752005199014729,0.4131342749366228,0.3814500118437194,37,55,6,1,1,1,8,1,0,1,1,1,0,1,1
235,7,3,21,6,10,5,30,4,1,1,1,1,1,1,5.189858654281469,0.3295872604686434,0.565541488418482,78,1,0,0,1,1,3,1,0,1,1,0,1,0,1
85,4,8,8,12,7,8,41,4,0,1,0,0,0,1,4.483556044013985,0.14932790699419557,0.4983393655036318,84,63,5,0,1,1,8,1,0,1,0,1,1,0,1
101,8,2,8,10,6,4,26,4,0,0,0,1,0,0,5.145987787758609,0.2971297354436262,0.5744179803559174,43,9,5,0,1,1,6,1,0,0,1,1,0,0,1
215,11,2,19,10,9,5,36,1,0,1,0,0,0,0,4.060828662356285,0.2423678244711942,0.390742339044443,65,40,5,0,1,1,8,0,0,1,1,0,0,1,1
174,10,2,18,12,8,8,28,4,0,0,0,0,0,0,4.727601287568852,0.3268899357709366,0.3521961608071037,87,48,2,0,1,1,2,1,1,1,0,0,1,0,1
249,3,2,9,11,11,8,20,4,0,1,0,0,0,0,5.16111619325104,0.15126229940675873,0.6400335395029089,60,25,3,0,1,1,5,0,0,0,0,1,1,0,1
106,8,3,12,13,7,7,23,2,0,1,0,0,0,1,4.301505305868835,0.18116644464673715,0.49075117333086093,53,52,5,1,0,0,4,0,0,1,0,1,0,0,1
90,11,5,11,3,5,4,18,1,1,1,0,0,0,0,4.040556455535683,0.191356531940714,0.6553911406054278,34,8,0,0,1,1,7,0,0,1,1,1,0,0,1
84,4,6,9,5,6,8,30,4,0,1,0,0,0,1,4.160522139216491,0.14672213864644396,0.5566550390735963,32,5,2,0,1,1,5,0,0,1,1,0,1,0,1
216,4,7,18,8,8,3,20,1,0,1,0,0,1,1,4.088103104692556,0.10965334174941836,0.5592634124886234,68,27,2,1,0,0,6,0,1,0,1,1,1,0,1
240,8,6,19,9,10,6,38,3,0,1,1,1,0,0,4.882014237904883,0.44013558454088464,0.645874175567374,65,48,5,0,1,1,4,0,0,1,1,0,1,1,1
191,11,7,14,9,6,4,31,1,0,1,0,1,0,1,4.4000569738337445,0.3247588464541512,0.5334457510228334,77,26,1,0,1,0,4,0,0,1,1,1,1,1,1
167,3,8,20,14,5,3,34,4,1,1,0,0,0,1,4.478775773675353,0.3216419538249289,0.5034594146828333,67,18,3,0,1,1,7,0,0,1,0,1,0,1,1
229,5,7,17,2,6,3,38,3,0,1,0,0,0,0,4.154940060939661,0.287846728471309,0.3978859845313179,23,58,4,1,1,1,2,0,0,1,1,1,1,0,1
145,11,6,8,7,5,3,23,4,0,0,1,1,1,1,5.1047179674041105,0.36348436970256415,0.6691150094129148,58,7,4,0,1,1,4,0,1,1,1,1,1,1,1
136,11,3,17,5,4,3,44,2,0,1,0,0,0,0,3.950787220299396,0.2582791170705456,0.6137532204100835,53,7,3,1,1,1,5,0,0,1,1,1,0,0,1
172,9,7,19,7,5,7,24,3,0,1,1,0,1,0,4.3658323837531245,0.4054697551978239,0.6124146603826822,71,31,1,1,1,1,7,0,1,1,1,1,1,1,1
110,6,4,19,2,10,5,30,4,0,1,1,0,0,0,4.880069132711878,0.17384195421305837,0.588449628176237,72,75,2,0,1,0,5,1,0,0,1,0,0,0,1
102,10,5,22,3,5,7,29,3,0,1,0,0,0,0,3.857596177720981,0.2687251737387619,0.5079583932998393,20,66,1,1,0,0,2,0,1,1,1,0,1,1,1
226,11,5,22,7,6,5,20,4,0,1,0,1,1,1,4.661753334016214,0.33399710829537776,0.494571043912504,83,43,3,1,1,0,5,1,0,1,1,1,1,1,1
127,6,6,15,10,7,7,21,2,0,1,0,0,1,1,4.811972146009848,0.11639736307526331,0.4618459384342506,63,3,2,1,1,1,4,0,0,1,0,1,1,0,1
94,11,2,5,9,7,4,36,3,0,1,0,1,0,0,5.18584800392715,0.398245694925087,0.6506681037669303,57,78,3,0,1,1,6,1,1,0,1,1,1,1,1
62,4,4,20,7,6,7,22,2,0,1,0,0,0,1,4.272020478645287,0.30991294721254226,0.5846817064196386,42,2,0,0,0,1,2,0,0,1,1,0,1,1,1
208,3,2,8,10,6,6,19,1,0,1,1,0,1,1,4.487783434703972,0.23060312104966393,0.6908061441315116,30,22,1,0,0,1,8,0,1,1,0,1,1,1,1
178,9,3,8,4,11,6,28,1,0,1,1,0,0,1,4.866780896524422,0.3120681139523042,0.6858437595511255,32,79,4,1,0,1,5,0,1,1,1,0,1,1,1
83,3,2,17,5,5,4,22,3,1,1,0,0,0,0,4.835729508056037,0.10619476025729696,0.4270495269635064,54,42,5,0,1,1,7,1,1,0,0,1,1,0,1
228,7,7,8,5,5,8,21,2,0,1,0,1,1,1,3.8548164145992856,0.22827835931691712,0.6758670288790221,76,57,0,0,1,1,7,0,1,1,1,1,1,0,1
137,11,4,11,5,5,7,37,1,1,1,0,1,0,1,4.51144877035917,0.3074088448030411,0.6673533025292462,66,1,2,0,1,1,8,0,0,1,0,1,1,1,1
143,10,6,16,11,8,3,40,4,0,1,0,1,0,0,4.186129666420711,0.35839103519358906,0.41372184587985106,35,72,3,0,0,1,5,1,0,0,1,0,0,0,1
227,10,5,6,7,4,4,27,1,0,1,1,0,0,1,5.113319222927987,0.2790916262634521,0.6470760268872897,33,54,3,1,1,1,4,1,0,0,0,0,1,0,1
130,3,7,9,9,10,3,38,3,1,1,0,0,1,1,3.8317284182033116,0.171219706542726,0.39838348576875265,38,27,2,0,0,0,4,0,1,0,1,0,1,0,1
223,11,3,21,3,6,3,38,2,0,0,0,0,0,1,4.802658494983056,0.2634736222255863,0.5692613600957608,52,52,4,0,0,1,2,0,0,1,1,1,1,1,1
150,6,8,10,13,9,8,24,1,0,0,0,0,0,0,4.786535171608074,0.19142834223047794,0.6118048715624045,70,54,1,0,1,1,8,0,1,1,0,0,1,0,1
100,8,7,23,2,8,3,34,1,0,1,1,0,1,0,4.645773620257186,0.23507565142430598,0.4572489485879503,28,20,5,0,1,1,2,0,0,0,1,1,0,1,1
202,4,7,14,12,11,8,38,3,0,1,0,1,0,0,4.670352074596063,0.30397010299700195,0.396968778231827,40,77,0,0,0,1,2,0,1,1,1,1,1,1,1
141,6,3,22,9,10,5,24,1,0,1,0,0,1,0,4.128816355368472,0.24721700089656992,0.40085508830874356,73,63,2,0,1,1,2,0,0,1,0,0,0,1,1
155,9,5,20,4,9,6,23,3,0,1,0,1,0,0,4.803414324563125,0.44632453281381457,0.5166574433692753,52,34,3,0,1,1,6,1,1,1,1,0,0,0,1
213,8,2,24,9,5,7,23,2,0,0,1,0,1,0,5.146236004495432,0.27528469237917474,0.4203416587702207,59,35,2,0,1,1,7,1,1,1,0,1,0,0,1
96,4,5,18,11,9,3,43,4,0,1,0,0,1,1,4.5651719048454495,0.4417560624165653,0.6893801870515535,60,17,2,0,1,0,6,0,1,1,1,1,1,0,1
137,6,5,4,13,7,6,32,3,0,1,1,0,0,1,4.090701959551878,0.10946064835985647,0.37476545701955927,27,48,5,0,1,1,3,0,1,0,0,1,0,0,1
169,5,4,4,10,6,4,39,1,0,1,0,0,0,1,5.043032068488979,0.25006235465926974,0.6283849192699533,88,2,6,0,0,1,2,0,0,1,0,1,1,1,1
173,9,2,24,13,7,6,35,1,0,1,0,0,0,1,4.004281412419196,0.2038602954716235,0.4316928569680594,51,75,1,0,1,0,7,0,1,1,1,1,1,1,1
124,3,3,11,14,5,6,38,1,0,1,0,0,1,1,3.8898263549366354,0.19469727648642332,0.38342375335614676,78,22,3,0,1,1,7,0,1,0,1,0,0,1,1
107,6,6,16,9,7,5,33,2,0,1,0,0,0,1,4.85032226302882,0.25495148265099543,0.44852968923421,29,50,6,0,1,1,7,1,0,1,1,1,0,1,1
178,11,4,18,13,11,4,29,4,0,1,0,0,0,1,4.353872655735241,0.1162659929448337,0.4542798093442834,56,71,2,0,0,1,5,1,1,1,1,1,0,1,1
166,7,3,15,7,9,6,41,1,0,1,1,0,0,0,4.596117518155013,0.35489450250439725,0.6465156108915608,68,40,4,1,1,1,2,0,1,1,1,1,0,1,1
200,6,2,21,2,4,7,18,4,0,1,1,0,0,1,4.265385802593127,0.2072826625902795,0.6163346665102365,72,6,5,1,1,1,5,0,1,0,1,1,0,1,1
215,3,2,4,2,7,5,29,4,0,1,0,0,0,0,4.188061713992633,0.13634709528296,0.4002876330862019,49,14,2,0,0,1,3,0,0,0,1,1,1,1,1
126,9,8,11,10,11,8,35,1,0,1,0,1,1,0,4.381783146208816,0.3239738227278646,0.5514492899195209,70,75,3,0,0,0,4,0,0,0,1,0,1,0,1
237,10,8,23,13,6,8,29,4,0,0,0,1,1,0,4.694056828486332,0.2924495086366929,0.5125998132334715,56,26,1,0,1,1,3,0,1,1,1,0,1,0,1
218,8,7,24,3,7,3,31,1,0,1,0,1,1,1,4.515441636073135,0.38831092490476826,0.4323062437895618,45,41,1,0,0,1,4,0,1,1,1,0,0,0,1
146,11,7,5,3,10,5,32,2,0,1,0,0,0,1,4.189464588178245,0.25569031626329786,0.6876938147609162,89,67,5,1,0,1,6,1,0,1,0,1,0,0,1
60,6,2,24,9,6,4,41,3,0,1,0,0,0,1,4.632083170478298,0.13056629450991503,0.5741301436448958,49,52,2,0,1,1,6,0,0,0,1,1,1,0,1
184,11,2,20,12,10,4,31,4,0,0,0,1,1,0,4.1395576651836095,0.28219312687111775,0.4189046017094733,48,64,4,0,1,0,3,0,1,1,1,0,1,1,1
248,10,8,23,2,9,7,34,4,0,1,1,0,0,1,3.815747834428805,0.39638260741292564,0.6522732137440934,35,37,4,1,1,1,2,0,0,1,0,1,1,1,1
246,11,4,22,11,11,3,19,1,0,1,0,0,1,0,4.542454450315134,0.1437829771399271,0.5429250361773592,70,68,4,0,0,0,3,0,0,0,0,0,1,1,1
174,6,8,7,13,11,5,35,2,1,0,1,1,0,1,4.5241554400290465,0.27185117830788486,0.5850531014433853,56,31,5,0,1,1,6,1,0,1,1,1,1,1,1
145,10,7,15,11,5,5,31,4,0,0,0,0,0,0,4.357594956271528,0.41333721979151616,0.46504914038018047,67,20,2,1,1,1,8,0,1,1,0,0,1,1,1
197,3,6,7,9,10,3,23,1,0,0,0,0,1,0,4.1884995603391255,0.3865727956307963,0.5336097048478681,21,53,5,1,0,1,7,0,0,1,1,1,1,1,1
